Suburb,Address,Rooms,Type,Price,SellerG,Date,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Mitcham,395 Mitcham Rd,2,h,890K,Ray,24/06/2017,3132,2,2,1,370,370,,Whitehorse,-37.82047,145.19421,Eastern Metropolitan,6871
Kew,25/912 Glenferrie Rd,1,u,468K,hockingstuart,13/05/2017,3101,1,1,1,0,,,Boroondara,-37.8083,145.0382,Southern Metropolitan,10331
Armadale,6/581 Orrong Rd,1,u,405K,Marshall,29/04/2017,3143,1,1,0,0,48,1966,Stonnington,-37.8531,145.0115,Southern Metropolitan,4836
Hawthorn,49 Grove Rd,4,h,3335K,Kay,3/6/17,3122,4,2,2,371,276,1890,Boroondara,-37.81474,145.02609,Southern Metropolitan,11308
Malvern,12 Hornsby St,4,h,2300K,Jellis,4/6/16,3144,4,2,2,599,,1977,Stonnington,-37.8493,145.0395,Southern Metropolitan,4675
Glen Iris,8/12 Osborne Av,2,u,519500,Marshall,22/07/2017,3146,2,1,1,1101,73,1970,Stonnington,-37.85724,145.04681,Southern Metropolitan,10412
Bundoora,84 Linacre Dr,4,h,1300K,Barry,12/8/17,3083,4,2,2,637,,,Whittlesea,-37.68646,145.08183,Northern Metropolitan,10175
Braybrook,19 Kannan Bvd,4,h,882K,Village,10/12/16,3019,4,2,2,393,216,2008,Maribyrnong,-37.7763,144.8543,Western Metropolitan,3589
Albert Park,59 Barrett St,3,h,2340K,Greg,26/08/2017,3206,3,2,1,162,135,1880,,-37.84398,144.95044,Southern Metropolitan,3280
Burwood,11 McComas Gr,7,h,1642K,Buxton,27/05/2017,3125,7,4,2,765,146,1950,Whitehorse,-37.85103,145.11232,Southern Metropolitan,5678
Brunswick,25 Ford St,3,h,1204K,Nelson,24/06/2017,3056,3,1,0,186,101,1890,Moreland,-37.76227,144.95649,Northern Metropolitan,11918
Coburg,11 Station St,3,h,725K,Brad,23/04/2016,3058,3,1,0,238,131,1900,Moreland,-37.7539,144.9612,Northern Metropolitan,11204
Coburg,6 Hardwick St,3,h,967K,Nelson,25/02/2017,3058,3,1,1,169,,,Moreland,-37.7494,144.9681,Northern Metropolitan,11204
Coburg,35 Campbell St,4,h,1331K,Jellis,28/08/2016,3058,3,2,2,394,,,Moreland,-37.7534,144.9679,Northern Metropolitan,11204
Ashwood,14 Ashwood Dr,3,h,1305K,Jellis,25/02/2017,3147,3,1,1,760,120,1960,Monash,-37.858,145.1038,Southern Metropolitan,2894
Hillside,19 Wolviston Av,4,h,660K,Barry,8/7/17,3037,4,2,2,724,,,Melton,-37.6869,144.7485,Western Metropolitan,5556
South Kingsville,41 Kernot St,3,h,835K,Biggin,27/05/2017,3015,3,1,1,297,,,Hobsons Bay,-37.82984,144.873,Western Metropolitan,984
Caulfield South,5 Filbert St,3,h,1314K,Gary,10/9/16,3162,3,1,2,339,,,Glen Eira,-37.8906,145.0221,Southern Metropolitan,5051
Epping,2/33 Wedge St,2,u,503K,Love,29/07/2017,3076,2,2,2,214,115,2000,Whittlesea,-37.65151,145.02815,Northern Metropolitan,10926
Port Melbourne,40 Nelson St,3,h,1150K,Marshall,3/12/16,3207,3,2,1,0,134,1990,Port Phillip,-37.8359,144.9342,Southern Metropolitan,8648
Fitzroy North,74 Barkly St,4,h,1950K,Nelson,14/05/2016,3068,4,2,2,233,216,1890,Yarra,-37.7786,144.9818,Northern Metropolitan,6244
Doncaster East,345 Serpells Rd,4,h,1600K,Barry,9/9/17,3109,4,3,2,878,306,1970,,-37.76888,145.17044,Eastern Metropolitan,10999
Elwood,7 Moore St,2,h,1210K,Pride,7/11/16,3184,2,1,0,163,92,1890,Port Phillip,-37.8778,144.9904,Southern Metropolitan,8989
Taylors Lakes,2 Glover Ct,4,h,716K,Barry,24/06/2017,3038,4,2,2,684,,,Brimbank,-37.69274,144.76971,Western Metropolitan,5336
Thornbury,7/9 Hammond St,2,u,466K,Woodards,25/02/2017,3071,2,1,1,909,,,Darebin,-37.7633,145.0103,Northern Metropolitan,8870
Bentleigh,11 Wilson St,4,h,2620K,Buxton,28/08/2016,3204,4,4,2,579,361,2012,Glen Eira,-37.9155,145.0243,Southern Metropolitan,6795
Reservoir,753 Gilbert Rd,3,h,755K,hockingstuart,9/9/17,3073,3,1,1,482,109,1965,,-37.7197,144.99295,Northern Metropolitan,21650
Glen Iris,20 Charles St,6,h,2300K,Fletchers,14/05/2016,3146,6,2,2,0,,,Boroondara,-37.8519,145.091,Southern Metropolitan,10412
Kensington,112/86 Altona St,2,u,438K,Pagan,8/7/17,3031,2,1,1,4267,,,Melbourne,-37.79662,144.9254,Northern Metropolitan,5263
Brunswick,5 Hanover St,3,h,985K,Jellis,22/05/2016,3056,3,1,2,384,89,1940,Moreland,-37.7626,144.9535,Northern Metropolitan,11918
Jacana,108 Sunset Bvd,3,h,425K,Barry,16/04/2016,3047,3,1,2,650,90,1975,Hume,-37.687,144.9084,Northern Metropolitan,851
Templestowe Lower,16 Rosa St,3,h,1509K,Barry,28/05/2016,3107,3,2,2,812,158,1960,Manningham,-37.7714,145.1141,Eastern Metropolitan,5420
Williamstown,2/77 Dover Rd,2,u,543K,Williams,8/4/17,3016,2,1,1,0,78,1974,Hobsons Bay,-37.8536,144.8981,Western Metropolitan,6380
Ormond,7/21 Lillimur Rd,1,u,447K,Ray,27/11/2016,3204,1,1,1,0,,,Glen Eira,-37.9016,145.0414,Southern Metropolitan,3578
Burwood,68 Somers St,3,h,1465500,Buxton,8/4/17,3125,3,2,3,620,,,Whitehorse,-37.8445,145.1005,Southern Metropolitan,5678
Coburg,5/39 Service St,2,t,598K,Nelson,22/08/2016,3058,2,1,1,108,100,2007,Moreland,-37.7379,144.9617,Northern Metropolitan,11204
Derrimut,8 Drum St,4,h,610K,Bells,27/05/2017,3030,4,2,2,528,210,2010,Brimbank,-37.78774,144.76019,Western Metropolitan,2276
Brighton,7 Stanley St,4,h,3225K,Biggin,27/05/2017,3186,4,3,3,803,,,Bayside,-37.9146,145.00535,Southern Metropolitan,10579
Burwood,46 Cumming St,4,h,1601K,McGrath,29/04/2017,3125,4,2,1,863,165,1940,Whitehorse,-37.8539,145.1127,Southern Metropolitan,5678
Travancore,2115/18 Mt Alexander Rd,2,u,341500,McGrath,15/07/2017,3032,2,1,1,16K,68.5,2012,Moonee Valley,-37.78466,144.93829,Western Metropolitan,1052
Wheelers Hill,49 Phoenix Dr,5,h,1223K,Ray,27/05/2017,3150,5,3,2,762,,,Monash,-37.91199,145.18419,South-Eastern Metropolitan,7392
Brunswick,69 Glenlyon Rd,3,h,1210K,Nelson,28/08/2016,3056,3,2,1,280,130,1890,Moreland,-37.7719,144.9661,Northern Metropolitan,11918
Altona North,68 Chambers Rd,3,h,750K,RT,20/05/2017,3025,3,1,2,534,,,Hobsons Bay,-37.8367,144.8425,Western Metropolitan,5132
Heidelberg West,29 Morotai Pde,4,h,758K,Miles,17/09/2016,3081,4,1,1,632,152,1955,Banyule,-37.7466,145.0428,Eastern Metropolitan,2674
Noble Park,25 Moodemere St,3,h,802K,C21,27/05/2017,3174,3,1,1,818,,,Greater Dandenong,-37.97712,145.17516,South-Eastern Metropolitan,11806
Surrey Hills,28 Guildford Rd,3,h,2350K,Harcourts,23/09/2017,3127,3,2,0,843,,,,-37.82195,145.08968,Southern Metropolitan,5457
Hughesdale,14 Bowmore St,4,h,1700K,Ray,12/11/16,3166,4,2,2,545,180,1940,Monash,-37.9002,145.0773,Southern Metropolitan,3145
Glen Waverley,2/25 Fernhill St,2,u,960K,Ray,15/07/2017,3150,2,1,1,229,101,1990,Monash,-37.87606,145.15951,Eastern Metropolitan,15321
Maidstone,2/45 Cathcart St,2,u,485K,Jas,4/6/16,3012,2,1,1,152,,,Maribyrnong,-37.7844,144.8791,Western Metropolitan,3873
Hawthorn East,2/2 Clifton Rd,2,u,840K,Jellis,18/03/2017,3123,2,1,1,150,99,1969,Boroondara,-37.844,145.0496,Southern Metropolitan,6482
Newport,112 Johnston St,3,h,1230K,Williams,24/06/2017,3015,3,1,1,396,123,1900,Hobsons Bay,-37.8363,144.87588,Western Metropolitan,5498
West Footscray,121 Suffolk St,3,h,878K,Village,30/07/2016,3012,3,1,1,397,127,1960,Maribyrnong,-37.7901,144.8682,Western Metropolitan,5058
Coburg,155 Nicholson St,3,h,825K,Ray,23/04/2016,3058,3,1,2,577,131,1920,Moreland,-37.7459,144.9773,Northern Metropolitan,11204
Hampton,29 Grenville St,3,h,1450K,RT,19/11/2016,3188,3,2,2,413,,,Bayside,-37.9352,145.0009,Southern Metropolitan,5454
Brooklyn,11 Houston Ct,3,h,892K,hockingstuart,28/08/2016,3012,3,1,2,715,,,Hobsons Bay,-37.8239,144.8431,Western Metropolitan,962
Glen Huntly,27 Augusta St,5,h,2575K,Gary,22/08/2016,3163,5,3,2,688,347,1910,Glen Eira,-37.8921,145.0381,Southern Metropolitan,2403
Sunshine,43 Duke St,3,h,805K,Douglas,17/06/2017,3020,3,1,2,631,115,1965,Brimbank,-37.78956,144.84526,Western Metropolitan,3755
Carlton North,122 Amess St,3,h,2210K,Nelson,14/05/2016,3054,2,2,1,190,,,Yarra,-37.7847,144.9741,Northern Metropolitan,3106
Sunshine North,13 Wiltshire St,3,h,620500,Sweeney,4/6/16,3020,3,1,1,609,,,Brimbank,-37.7754,144.846,Western Metropolitan,4217
Flemington,11 Finsbury St,3,h,1130K,Nelson,8/10/16,3031,3,1,0,294,140,1900,Moonee Valley,-37.7856,144.9292,Northern Metropolitan,3593
Heidelberg,2/3 Andrews St,2,u,475K,Stockdale,28/05/2016,3084,2,1,2,247,68,1974,Banyule,-37.7502,145.069,Eastern Metropolitan,2890
Chadstone,2/2 Robert St,3,t,845K,Buxton,28/05/2016,3148,3,2,1,177,111,2012,Monash,-37.8824,145.1042,Southern Metropolitan,3582
Heidelberg West,1 Bardia St,3,h,726500,William,1/7/17,3081,3,1,0,593,95,1950,Banyule,-37.7482,145.04073,Eastern Metropolitan,2674
Richmond,36 Elm Gr,3,h,1695K,Marshall,17/09/2016,3121,3,1,3,210,118,1900,Yarra,-37.8247,145.0001,Northern Metropolitan,14949
Sunbury,68 Cornish St,3,h,455K,YPA,3/6/17,3429,3,2,2,690,,,Hume,-37.57456,144.71548,Western Metropolitan,14092
Brighton East,4 Bruce St,4,h,1389K,Buxton,28/05/2016,3187,4,1,2,656,150,1930,Bayside,-37.9027,145.0225,Southern Metropolitan,6938
Pascoe Vale,16 Burgundy St,2,h,555K,Brad,6/8/16,3044,2,1,2,336,,,Moreland,-37.7323,144.9288,Northern Metropolitan,7485
Reservoir,89 Henty St,2,h,790K,Barry,25/02/2017,3073,2,1,1,585,97,1950,Darebin,-37.719,144.9972,Northern Metropolitan,21650
Hawthorn,49 Berkeley St,3,h,5100K,Jellis,3/12/16,3122,3,2,3,1038,,,Boroondara,-37.8332,145.0366,Southern Metropolitan,11308
Fawkner,2 Murray St,4,h,562K,Stockdale,27/06/2016,3060,4,2,2,374,136,2005,Moreland,-37.7056,144.9671,Northern Metropolitan,5070
Moorabbin,118 Rowans Rd,3,h,901K,O'Brien,16/07/2016,3189,2,2,3,558,133,1955,Kingston,-37.9435,145.0522,Southern Metropolitan,2555
Box Hill,54 Watts St,4,h,1661K,Noel,16/07/2016,3128,4,2,2,729,,,Whitehorse,-37.8143,145.1262,Eastern Metropolitan,4605
Roxburgh Park,21 Orion Wy,3,h,380K,Raine,16/09/2017,3064,3,1,1,372,92,2000,,-37.62388,144.93701,Northern Metropolitan,5833
Malvern East,2059 Malvern Rd,3,h,1380K,Buxton,8/4/17,3145,3,1,2,572,,,Stonnington,-37.8757,145.066,Southern Metropolitan,8801
Kew,2/17 Marshall Av,3,h,1950K,Marshall,16/09/2017,3101,3,2,2,460,,2000,,-37.80646,145.04651,Southern Metropolitan,10331
Dandenong North,3 Victor Av,3,h,727K,C21,15/07/2017,3175,3,1,1,763,,,Greater Dandenong,-37.95466,145.21193,South-Eastern Metropolitan,8322
Bulleen,29 Flinders St,3,h,1200K,Jellis,12/8/17,3105,3,1,3,557,,,Manningham,-37.76762,145.09773,Eastern Metropolitan,4480
Balwyn North,54 Sutton St,3,h,1818K,Fletchers,15/10/2016,3104,3,1,1,722,90,1930,Boroondara,-37.7956,145.0829,Southern Metropolitan,7809
North Melbourne,187 Errol St,2,h,962K,Alexkarbon,1/7/17,3051,2,1,0,91,2,,Melbourne,-37.80037,144.94981,Northern Metropolitan,6821
Bentleigh East,76 Bignell Rd,3,h,1000K,Woodards,24/09/2016,3165,3,1,2,576,,,Glen Eira,-37.9362,145.0691,Southern Metropolitan,10969
Hadfield,19 Oxford St,3,h,785K,Barry,17/06/2017,3046,3,1,1,602,,,Moreland,-37.70342,144.94574,Northern Metropolitan,2606
Braybrook,35 Shepherd St,3,h,840K,Douglas,16/09/2017,3019,3,1,2,620,93,1960,,-37.78311,144.85331,Western Metropolitan,3589
Kensington,2/75 McCracken St,2,u,528K,Nelson,22/04/2017,3031,2,1,1,0,,1975,Melbourne,-37.7928,144.9279,Northern Metropolitan,5263
Ormond,39 Draper St,5,h,2250K,Buxton,8/4/17,3204,5,2,2,699,228,1925,Glen Eira,-37.908,145.0502,Southern Metropolitan,3578
Kew,6 Wellington St,3,h,1490K,Nelson,4/3/17,3101,3,2,2,597,,1970,Boroondara,-37.8093,145.0299,Southern Metropolitan,10331
Thornbury,54 Swift St,3,h,1236K,hockingstuart,15/07/2017,3071,3,1,1,508,,,Darebin,-37.76202,145.01772,Northern Metropolitan,8870
Prahran,69 Greville St,4,h,2668K,Biggin,26/08/2017,3181,4,2,2,383,,,,-37.84879,144.98882,Southern Metropolitan,7717
Kew,83 Normanby Rd,4,h,2513K,Nelson,17/09/2016,3101,3,1,2,832,,,Boroondara,-37.8036,145.0545,Southern Metropolitan,10331
Preston,3 Avondale Rd,3,h,980K,Harcourts,17/09/2016,3072,3,2,1,479,121,1930,Darebin,-37.7425,145.014,Northern Metropolitan,14577
Elwood,32 Milton St,3,h,1830K,Chisholm,28/05/2016,3184,3,2,2,374,162,1925,Port Phillip,-37.8747,144.987,Southern Metropolitan,8989
Preston,3/18 Furzer St,3,u,605K,Love,26/07/2016,3072,3,1,2,192,,,Darebin,-37.7277,144.9851,Northern Metropolitan,14577
South Yarra,103/334 Toorak Rd,2,u,920K,Wilson,18/03/2017,3141,2,2,0,0,,,Stonnington,-37.84,144.9988,Southern Metropolitan,14887
Caulfield South,14 Stone St,4,h,1550K,hockingstuart,27/05/2017,3162,4,1,2,584,,,Glen Eira,-37.89694,145.02176,Southern Metropolitan,5051
Niddrie,59 Hoffmans Rd,3,h,944K,Barry,13/05/2017,3042,3,1,2,597,,,Moonee Valley,-37.7473,144.8905,Western Metropolitan,2291
Altona North,4/221 Blackshaws Rd,2,u,292K,Jas,28/08/2016,3025,2,1,1,153,70,1970,Hobsons Bay,-37.8332,144.8649,Western Metropolitan,5132
Bentleigh,197A Jasper Rd,3,t,1375K,Buxton,20/05/2017,3204,3,3,2,338,194,2012,Glen Eira,-37.9166,145.0418,Southern Metropolitan,6795
Bentleigh East,3 Forrest St,3,h,1200K,Woodards,25/02/2017,3165,3,1,1,640,120,1960,Glen Eira,-37.916,145.0776,Southern Metropolitan,10969
Werribee,58 Church St,3,h,570K,YPA,27/05/2017,3030,3,1,2,660,113,1960,Wyndham,-37.90908,144.65774,Western Metropolitan,16166
Bentleigh East,3 Veronica St,3,h,1390K,Buxton,7/5/16,3165,4,2,2,590,118,1960,Glen Eira,-37.9256,145.0757,Southern Metropolitan,10969
Heidelberg West,6 Midway St,3,h,525K,Miles,10/12/16,3081,3,1,2,192,,1970,Banyule,-37.7409,145.0398,Eastern Metropolitan,2674
Fairfield,2/152 Gillies St,2,h,610K,Thomas,10/12/16,3078,2,1,1,66,,,Darebin,-37.7722,145.0178,Northern Metropolitan,2970
Cheltenham,17 Barclay Dr,3,h,877K,Ray,24/06/2017,3192,3,1,2,533,135,1965,Kingston,-37.96257,145.08252,Southern Metropolitan,9758
Ivanhoe East,8 Carmichael St,3,h,1640K,Nelson,27/05/2017,3079,3,1,2,617,158,1930,Banyule,-37.77212,145.05813,Eastern Metropolitan,1554
Windsor,50 Andrew St,2,h,1500K,Jellis,19/11/2016,3181,2,1,2,0,96,1928,Stonnington,-37.8518,144.9868,Southern Metropolitan,4380
Taylors Lakes,7 Apollo Rd,3,h,630K,Barry,22/07/2017,3038,3,2,1,655,,,Brimbank,-37.70894,144.80205,Western Metropolitan,5336
Malvern,5a Ewart St,3,h,1970K,Marshall,27/06/2016,3144,3,2,1,246,106,1910,Stonnington,-37.871,145.0364,Southern Metropolitan,4675
Noble Park,18 Arnold St,3,h,635K,Purplebricks,17/06/2017,3174,3,1,4,585,,,Greater Dandenong,-37.97267,145.18262,South-Eastern Metropolitan,11806
Pascoe Vale,70 Derby St,3,h,983K,Brad,18/03/2017,3044,3,1,2,650,,,Moreland,-37.7304,144.9463,Northern Metropolitan,7485
Elsternwick,12/66 Riddell Pde,2,u,626K,Gary,17/09/2016,3185,2,1,1,1764,100,1930,Glen Eira,-37.8889,145.0043,Southern Metropolitan,4898
Murrumbeena,9b Stewart St,3,u,1160K,Hodges,27/05/2017,3163,3,2,2,441,,,Glen Eira,-37.89706,145.07483,Southern Metropolitan,4442
Cremorne,308/163 Cremorne St,2,u,565K,hockingstuart,24/09/2016,3121,2,1,1,0,,2007,Yarra,-37.8301,144.9904,Northern Metropolitan,1123
Brunswick East,123 Barkly St,4,h,1280K,Nelson,10/12/16,3057,4,2,0,161,,,Moreland,-37.7772,144.9723,Northern Metropolitan,5533
Bentleigh East,2a Bessie St,2,u,746K,hockingstuart,3/12/16,3165,2,1,2,281,95,2002,Glen Eira,-37.9255,145.0796,Southern Metropolitan,10969
Bentleigh East,2/10 Thana St,3,t,955K,hockingstuart,27/05/2017,3165,3,2,2,225,,,Glen Eira,-37.91425,145.08376,Southern Metropolitan,10969
Croydon,19 Sevenoaks Av,5,h,905K,Barry,26/08/2017,3136,5,2,2,1005,185,1960,,-37.78466,145.27326,Eastern Metropolitan,11925
Glen Iris,3 Rosedale Rd,3,h,2085K,Jellis,13/05/2017,3146,3,1,2,715,,,Boroondara,-37.8578,145.0682,Southern Metropolitan,10412
Hawthorn East,4 Temple St,6,h,1666K,Noel,24/09/2016,3123,6,2,0,350,198,1900,Boroondara,-37.8219,145.0556,Southern Metropolitan,6482
Preston,43 May St,2,h,876K,Nelson,18/03/2017,3072,2,1,2,479,85,1950,Darebin,-37.733,144.9961,Northern Metropolitan,14577
Hillside,20 Cuthbert Dr,3,h,660K,Barry,24/06/2017,3037,3,2,2,666,193,2002,Melton,-37.68381,144.73331,Western Metropolitan,5556
Thomastown,14 Marjory St,3,h,631K,Harcourts,22/07/2017,3074,3,1,2,584,121,1965,Whittlesea,-37.6819,145.02294,Northern Metropolitan,7955
Balwyn,3/30 Cremorne St,2,u,812K,Jellis,4/3/17,3103,2,1,1,206,,,Boroondara,-37.8092,145.0778,Southern Metropolitan,5682
Seddon,10/117 Albert St,2,u,355K,Sweeney,24/09/2016,3011,2,1,1,0,71,1975,Maribyrnong,-37.8066,144.8971,Western Metropolitan,2417
Hampton,58 Teddington Rd,3,h,1320K,hockingstuart,18/06/2016,3188,3,2,2,320,,,Bayside,-37.9364,145.021,Southern Metropolitan,5454
Chadstone,1/6 Crana Ct,5,t,1050K,Buxton,29/07/2017,3148,5,2,2,276,159,2011,Monash,-37.87883,145.09741,Southern Metropolitan,3582
Templestowe Lower,21 Rooney St,3,h,1385K,Barry,13/05/2017,3107,3,1,2,745,,,Manningham,-37.769,145.1108,Eastern Metropolitan,5420
Burwood,8 Murray Dr,3,h,1588K,Buxton,19/08/2017,3125,3,2,2,708,,,,-37.84625,145.10116,Southern Metropolitan,5678
Sunshine,5 Jessie St,4,h,1001K,Jas,30/07/2016,3020,2,2,2,581,97,,Brimbank,-37.7905,144.8414,Western Metropolitan,3755
Elwood,201/115 Tennyson St,2,u,932K,Gary,25/02/2017,3184,2,2,1,799,110,2012,Port Phillip,-37.8818,144.9918,Southern Metropolitan,8989
Essendon,27 McPhail St,3,h,1315K,Barry,29/07/2017,3040,3,3,1,226,,,Moonee Valley,-37.75485,144.9119,Western Metropolitan,9264
Sunshine North,4 Garnet St,3,h,670K,Douglas,8/10/16,3020,3,1,2,532,,,Brimbank,-37.7749,144.8313,Western Metropolitan,4217
Essendon,75 Deakin St,3,h,1165K,Barry,12/8/17,3040,3,1,1,590,,,Moonee Valley,-37.74652,144.89178,Western Metropolitan,9264
Sunbury,39 Mitchells La,3,h,493K,Raine,9/9/17,3429,3,1,,650,,,,-37.58562,144.71581,Western Metropolitan,14092
Gladstone Park,9 Dolphin Ct,3,h,625K,YPA,1/7/17,3043,3,1,2,544,,,Hume,-37.68541,144.88471,Western Metropolitan,3285
Canterbury,10 Beaumont St,3,h,1935K,Jellis,26/08/2017,3126,3,2,2,449,,1915,,-37.82359,145.0693,Southern Metropolitan,3265
Parkdale,5 Booth St,2,h,1270K,Barry,27/05/2017,3195,2,1,4,772,120,1940,Kingston,-37.99482,145.08459,South-Eastern Metropolitan,5087
Brighton East,9a Elizabeth St,3,h,1355K,C21,15/10/2016,3187,3,1,2,759,151,1930,Bayside,-37.9057,145.0166,Southern Metropolitan,6938
Preston,10 May St,4,h,931K,Nelson,6/8/16,3072,2,1,1,499,,,Darebin,-37.733,144.9988,Northern Metropolitan,14577
Essendon,1/35 William St,2,u,740K,Nelson,24/09/2016,3040,2,1,1,250,104,1988,Moonee Valley,-37.7457,144.9061,Western Metropolitan,9264
Doncaster,741 Elgar Rd,3,h,1391K,Ray,23/04/2016,3108,3,1,1,764,175,1965,Manningham,-37.7934,145.1207,Eastern Metropolitan,9028
Mulgrave,1 Sneddon Ct,4,h,1100K,RW,16/09/2017,3170,4,2,2,748,152,1996,,-37.9265,145.19758,South-Eastern Metropolitan,7113
Bayswater North,8 Kite Av,4,h,900K,One,9/9/17,3153,4,2,2,656,193,1975,,-37.82778,145.28958,Eastern Metropolitan,3598
Donvale,128 Mitcham Rd,3,u,775K,Noel,23/09/2017,3111,3,2,1,294,107,1970,,-37.79937,145.18164,Eastern Metropolitan,4790
Bundoora,5 Cole Ct,4,h,769K,Barry,24/06/2017,3083,4,2,2,662,,,Banyule,-37.69582,145.07639,Northern Metropolitan,10175
Reservoir,1/164 Leamington St,1,u,216K,Brad,24/09/2016,3073,2,1,1,0,45,1970,Darebin,-37.7111,144.9919,Northern Metropolitan,21650
Brighton East,8 Thomas St,2,h,1310K,Buxton,24/09/2016,3187,4,3,2,302,250,2018,Glen Eira,-37.9182,145.0231,Southern Metropolitan,6938
Heidelberg West,138 Outhwaite Rd,3,h,690500,Ray,17/09/2016,3081,3,1,2,605,,,Banyule,-37.7386,145.0447,Eastern Metropolitan,2674
Yarraville,2 Hood St,4,h,1158K,Jas,23/04/2016,3013,4,1,3,411,96,1910,Maribyrnong,-37.8117,144.8873,Western Metropolitan,6543
Hawthorn,3 Churchill Gr,3,h,2402500,Marshall,27/05/2017,3122,3,2,2,273,,1900,Boroondara,-37.81625,145.03789,Southern Metropolitan,11308
Camberwell,4/1 Through Rd,3,t,930K,Ray,18/03/2017,3124,3,2,2,132,,1970,Boroondara,-37.8489,145.088,Southern Metropolitan,8920
Carnegie,3/9 Poplar Gr,1,u,290K,Ray,4/6/16,3163,1,1,1,0,50,1960,Glen Eira,-37.8858,145.0632,Southern Metropolitan,7822
Roxburgh Park,16 Sandover Dr,4,h,570K,Raine,3/9/17,3064,4,2,2,504,0,2000,,-37.61419,144.93448,Northern Metropolitan,5833
Avondale Heights,31 Duke St,3,h,750K,Barry,8/10/16,3034,3,1,1,529,,,Moonee Valley,-37.7721,144.8576,Western Metropolitan,4502
Hawthorn East,5/305 Riversdale Rd,2,u,500K,hockingstuart,27/05/2017,3123,2,1,1,1324,72,1970,Boroondara,-37.83012,145.04751,Southern Metropolitan,6482
Southbank,6/85 Dodds St,4,u,1250K,Kay,12/11/16,3006,4,3,1,0,176,2000,Melbourne,-37.8267,144.9687,Southern Metropolitan,8400
Abbotsford,13/11 Nicholson St,3,t,900K,Beller,18/03/2017,3067,3,2,2,0,,2010,Yarra,-37.8093,144.9959,Northern Metropolitan,4019
Caulfield South,42 Poplar St,3,h,1330K,Gary,26/07/2016,3162,3,1,1,312,123,1926,Glen Eira,-37.8893,145.0196,Southern Metropolitan,5051
Richmond,7/1 Princess St,2,t,895K,Marshall,18/06/2016,3121,2,1,1,0,,,Yarra,-37.8209,145.0014,Northern Metropolitan,14949
Newport,7 Durkin St,3,h,945K,Jas,28/05/2016,3015,4,2,1,487,190,2017,Hobsons Bay,-37.8438,144.8806,Western Metropolitan,5498
Greensborough,12 Yangoora Pl,4,h,900K,Morrison,29/07/2017,3088,4,3,1,807,190,1975,Banyule,-37.70077,145.12743,Northern Metropolitan,8524
Carlton North,173 MacPherson St,2,h,1301K,Nelson,10/12/16,3054,2,1,0,133,,,Yarra,-37.786,144.9704,Northern Metropolitan,3106
Caulfield South,5 Sycamore St,3,h,1570K,Matthew,25/02/2017,3162,3,1,2,520,,,Glen Eira,-37.8889,145.0151,Southern Metropolitan,5051
Hughesdale,4/89 Kangaroo Rd,2,u,623K,Ray,10/9/16,3166,2,1,1,101,90,1970,Monash,-37.8988,145.0781,Southern Metropolitan,3145
Eaglemont,24 Brooke St,2,h,2850K,Miles,18/03/2017,3084,2,1,1,1777,,,Banyule,-37.7676,145.0597,Eastern Metropolitan,1651
Flemington,54 Princes St,3,h,917K,Jellis,29/04/2017,3031,3,1,0,143,136,1890,Moonee Valley,-37.7868,144.9336,Northern Metropolitan,3593
Albert Park,4a Gatehouse La,3,h,1370K,Greg,12/6/16,3206,3,2,2,0,85,2000,Port Phillip,-37.8451,144.9511,Southern Metropolitan,3280
Kensington,13 Youlden St,3,h,870K,Greg,8/10/16,3031,3,1,1,211,95,1992,Melbourne,-37.7891,144.926,Northern Metropolitan,5263
Mulgrave,2 Emily Ct,3,h,901K,Win,17/06/2017,3170,3,1,2,801,,,Monash,-37.93105,145.16962,South-Eastern Metropolitan,7113
Sunshine North,93 Westmoreland Rd,2,h,715K,Douglas,15/10/2016,3020,2,1,2,588,,,Brimbank,-37.7674,144.8362,Western Metropolitan,4217
Keilor East,16 Drew St,3,h,935K,Nelson,4/3/17,3033,3,1,2,662,,,Moonee Valley,-37.738,144.869,Western Metropolitan,5629
Camberwell,28 Kintore St,4,h,5020K,Jellis,20/05/2017,3124,4,4,3,892,,,Boroondara,-37.823,145.0621,Southern Metropolitan,8920
Burwood,2/107 Station St,2,u,700K,Buxton,3/6/17,3125,2,1,1,251,,1975,Whitehorse,-37.84738,145.11997,Southern Metropolitan,5678
Essendon,4/31 Cooper St,2,u,707K,Nelson,22/04/2017,3040,2,1,1,179,,,Moonee Valley,-37.7514,144.8966,Western Metropolitan,9264
Murrumbeena,12 Lydson St,3,h,1561K,hockingstuart,17/06/2017,3163,3,1,2,627,132,1930,Glen Eira,-37.89561,145.07502,Southern Metropolitan,4442
Glenroy,3/8 York St,4,t,656K,Barry,8/7/17,3046,4,2,2,228,,2003,Moreland,-37.7046,144.91041,Northern Metropolitan,8870
Glen Waverley,15 Alimar Rd,3,h,1908K,Barry,8/7/17,3150,3,1,2,778,,,Monash,-37.88462,145.17315,Eastern Metropolitan,15321
Doncaster,20 Finlayson St,4,h,1408K,Jellis,3/12/16,3108,4,2,0,725,,,Manningham,-37.7891,145.1073,Eastern Metropolitan,9028
